hs	1	NM_130786
hs	2	NM_000014
hs	3	NR_040112
hs	9	NM_000662
hs	10	NM_000015
hs	12	NM_001085
hs	13	NM_001086
hs	14	NM_001087
hs	15	NM_001088
hs	16	NM_001605
hs	18	NM_000663
hs	19	NM_005502
hs	20	NM_001606
hs	21	NM_001089
hs	22	NM_001271696
hs	23	NM_001025091
hs	24	NM_000350
hs	25	NM_005157
hs	26	NM_001091
hs	27	NM_001136000
hs	28	NM_020469
hs	29	NM_001092
hs	30	NM_001130410
hs	31	NM_000664
hs	32	NM_001093
hs	33	NM_001608
hs	34	NM_000016
hs	35	NM_000017
hs	36	NM_001330174
hs	37	NM_000018
hs	38	NM_000019
hs	39	NM_001303253
hs	40	NM_001094
hs	41	NM_001095
hs	43	NM_000665
hs	47	NM_001096
hs	48	NM_001278352
hs	49	NM_001097
hs	50	NM_001098
hs	51	NM_001185039
hs	52	NM_001040649
hs	53	NM_001131064
hs	54	NM_001111034
hs	55	NM_001099
hs	56	NM_001612
hs	58	NM_001100
hs	59	NM_001141945
hs	60	NM_001101
hs	70	NM_005159
hs	71	NM_001199954
hs	72	NM_001199893
hs	81	NM_001322033
hs	86	NM_004301
hs	87	NM_001102
hs	88	NM_001103
hs	89	NM_001104
hs	90	NM_001105
hs	91	NM_004302
hs	92	NM_001278579
hs	93	NM_001106
hs	94	NM_000020
hs	95	NM_000666
hs	97	NM_001107
hs	98	NM_001320586
hs	100	NM_000022
hs	101	NM_001109
hs	102	NM_001110
hs	103	NM_001025107
hs	104	NM_001033049
hs	105	NM_018702
hs	107	NM_001281768
hs	108	NM_020546
hs	109	NM_001320613
hs	111	NM_001199642
hs	112	NM_015270
hs	113	NM_001114
hs	114	NM_001115
hs	115	NM_001116
hs	116	NM_001099733
hs	117	NM_001118
hs	118	NM_001119
hs	119	NM_001185054
hs	120	NM_001121
hs	123	NM_001122
hs	124	NM_000667
hs	125	NM_000668
hs	126	NM_000669
hs	127	NM_000670
hs	128	NM_000671
hs	130	NM_000672
hs	131	NM_000673
hs	132	NM_001123
hs	133	NM_001124
hs	134	NM_000674
hs	135	NM_000675
hs	136	NM_000676
hs	140	NM_000677
hs	141	NM_001125
hs	142	NM_001618
hs	143	NM_006437
hs	146	NM_000678
hs	147	NM_000679
hs	148	NM_000680
hs	150	NM_000681
hs	151	NM_000682
hs	152	NM_000683
hs	153	NM_000684
hs	154	NM_000024
hs	155	NM_000025
hs	156	NM_001619
hs	157	NM_001362778
hs	158	NM_000026
hs	159	NM_001126
hs	160	NM_014203
hs	161	NM_001242837
hs	162	NM_001127
hs	163	NM_001030006
hs	164	NM_001030007
hs	165	NM_001129
hs	166	NM_001130
hs	167	NM_001131
hs	172	NM_001031805
hs	173	NM_001133
hs	174	NM_001134
hs	175	NM_000027
hs	176	NM_001135
hs	177	NM_001136
hs	178	NM_000028
hs	181	NM_001138
hs	182	NM_000214
hs	183	NM_000029
hs	185	NM_000685
hs	186	NM_000686
hs	187	NM_005161
hs	189	NM_000030
hs	190	NM_000475
hs	191	NM_000687
hs	196	NM_001621
hs	197	NM_001354571
hs	199	NM_001318970
hs	202	NM_001624
hs	203	NM_000476
hs	204	NM_001199199
hs	205	NM_001005353
hs	207	NM_001014431
hs	208	NM_001243027
hs	210	NM_000031
hs	211	NM_000688
hs	212	NM_000032
hs	213	NM_000477
hs	214	NM_001243280
hs	215	NM_000033
hs	216	NM_000689
hs	217	NM_000690
hs	218	NM_000691
hs	219	NM_000692
hs	220	NM_000693
hs	221	NM_000694
hs	222	NM_000695
hs	223	NM_000696
hs	224	NM_000382
hs	225	NM_005164
hs	226	NM_000034
hs	229	NM_000035
hs	230	NM_005165
hs	231	NM_001346142
hs	238	NM_001353765
hs	239	NM_000697
hs	240	NM_000698
hs	241	NM_001204406
hs	242	NM_001139
hs	245	NR_002710
hs	246	NM_001140
hs	247	NM_001039130
hs	248	NM_001631
hs	249	NM_000478
hs	250	NM_001632
hs	251	NM_031313
hs	257	NM_006492
hs	258	NM_016519
hs	259	NM_001633
hs	262	NM_001033059
hs	265	NM_001142
hs	266	NM_001143
hs	267	NM_001144
hs	268	NM_000479
hs	269	NM_001164690
hs	270	NM_000036
hs	271	NM_001257360
hs	272	NM_000480
hs	273	NM_001635
hs	274	NM_001320632
hs	275	NM_000481
hs	276	NM_001008221
hs	277	NM_001008218
hs	278	NM_001008219
hs	279	NM_000699
hs	280	NM_020978
hs	283	NM_001097577
hs	284	NM_001146
hs	285	NM_001118887
hs	286	NM_000037
hs	287	NM_001127493
hs	288	NM_001149
hs	290	NM_001150
hs	291	NM_001151
hs	292	NM_001152
hs	293	NM_001636
hs	301	NM_000700
hs	302	NM_001002857
hs	303	NR_001562
hs	304	NR_003573
hs	305	NR_001446
hs	306	NM_005139
hs	307	NM_001153
hs	308	NM_001154
hs	309	NM_001155
hs	310	NM_001156
hs	311	NM_001157
hs	312	NM_001003954
hs	313	NM_001177506
hs	314	NM_001158
hs	316	NM_001159
hs	317	NM_001160
hs	318	NM_001161
hs	319	NM_001638
hs	320	NM_001163
hs	321	NM_001130414
hs	322	NM_001164
hs	323	NM_001166050
hs	324	NM_000038
hs	325	NM_001639
hs	326	NM_000383
hs	327	NM_001640
hs	328	NM_001244249
hs	329	NM_001166
hs	330	NM_001165
hs	331	NM_001167
hs	332	NM_001012270
hs	333	NM_001024807
hs	334	NM_001142276
hs	335	NM_000039
hs	336	NM_001643
hs	337	NM_000482
hs	338	NM_000384
hs	339	NM_001304566
hs	341	NM_001321065
hs	342	NR_028412
hs	343	NM_001169
hs	344	NM_000483
hs	345	NM_000040
hs	346	NM_001646
hs	347	NM_001647
hs	348	NM_000041
hs	350	NM_000042
hs	351	NM_000484
hs	353	NM_000485
hs	354	NM_001030047
hs	355	NM_000043
hs	356	NM_000639
hs	357	NM_001320663
hs	358	NM_000385
hs	359	NM_000486
hs	360	NM_001318144
hs	361	NM_001317384
hs	362	NM_001651
hs	363	NM_001652
hs	364	NM_001170
hs	366	NM_001320635
hs	367	NM_000044
hs	368	NM_001079528
hs	369	NM_001256196
hs	372	NM_001142281
hs	373	NM_001656
hs	374	NM_001657
hs	375	NM_001024226
hs	377	NM_001659
hs	378	NM_001660
hs	379	NM_001661
hs	381	NM_001662
hs	382	NM_001663
hs	383	NM_000045
hs	384	NM_001172
hs	387	NM_001313941
hs	388	NM_004040
hs	389	NM_001042678
hs	390	NM_001254738
hs	391	NM_001665
hs	392	NM_004308
hs	393	NM_001164741
hs	394	NM_001030055
hs	395	NM_001174
hs	396	NM_001185077
hs	397	NM_001175
hs	398	NM_001176
hs	399	NM_001278359
hs	400	NM_001177
hs	401	NM_005169
hs	402	NM_001199745
hs	403	NM_004311
hs	405	NM_001197325
hs	406	NM_001030272
hs	407	NM_004312
hs	408	NM_004041
hs	409	NM_001257328
hs	410	NM_000487
hs	411	NM_000046
hs	412	NM_000351
hs	414	NM_001669
hs	415	NM_000047
hs	416	NM_001201538
hs	417	NM_004314
hs	419	NM_001130016
hs	420	NM_001354646
hs	421	NM_001670
hs	427	NM_001127505
hs	429	NM_004316
hs	430	NM_005170
hs	432	NM_001197216
hs	433	NM_001181
hs	434	NM_001672
hs	435	NM_000048
hs	438	NM_001171038
hs	439	NM_004317
hs	440	NM_001178075
hs	443	NM_000049
hs	444	NM_001164750
hs	445	NM_000050
hs	460	NM_001286164
hs	462	NM_000488
hs	463	NM_001164766
hs	466	NM_005171
hs	467	NM_001030287
hs	468	NM_001675
hs	471	NM_004044
hs	472	NM_000051
hs	473	NM_001042681
hs	474	NM_005172
hs	475	NM_004045
hs	476	NM_000701
hs	477	NM_000702
hs	478	NM_001256213
hs	479	NM_001185085
hs	480	NM_001001734
hs	481	NM_001001787
hs	482	NM_001303263
hs	483	NM_001679
hs	486	NM_001127489
hs	487	NM_001286075
hs	488	NM_001135765
hs	489	NM_005173
hs	490	NM_001001323
hs	491	NM_001001331
hs	492	NM_001001344
hs	493	NM_001001396
hs	495	NM_000704
hs	496	NM_000705
hs	498	NM_001001935
hs	501	NM_001182
hs	506	NM_001686
hs	509	NM_001001973
hs	513	NM_001001975
hs	514	NM_006886
hs	515	NM_001688
hs	516	NM_001002027
hs	517	NM_001002031
hs	518	NM_001002258
hs	521	NM_007100
hs	522	NM_001003696
hs	523	NM_001690
hs	525	NM_001692
hs	526	NM_001693
hs	527	NM_001198569
hs	528	NM_001007254
hs	529	NM_001039366
hs	533	NM_001039457
hs	534	NM_001204078
hs	535	NM_001130020
hs	537	NM_001183
hs	538	NM_000052
hs	539	NM_001697
hs	540	NM_000053
hs	545	NM_001184
hs	546	NM_000489
hs	547	NM_001244008
hs	549	NM_001306190
hs	550	NM_181575
hs	551	NM_000490
hs	552	NM_000706
hs	553	NM_000707
hs	554	NM_000054
hs	558	NM_001278599
hs	563	NM_001185
hs	566	NM_001700
hs	567	NM_004048
hs	570	NM_001127610
hs	571	NM_001011545
hs	572	NM_004322
hs	573	NM_001172415
hs	574	NM_001187
hs	575	NM_001702
hs	576	NM_001294335
hs	577	NM_001704
hs	578	NM_001188
hs	579	NM_001189
hs	580	NM_000465
hs	581	NM_001291428
hs	582	NM_024649
hs	583	NM_031885
hs	585	NM_001252678
hs	586	NM_001178091
hs	587	NM_001164773
hs	590	NM_000055
hs	593	NM_000709
hs	594	NM_000056
hs	595	NM_053056
hs	596	NM_000633
hs	597	NM_001114735
hs	598	NM_001191
hs	599	NM_001199839
hs	602	NM_005178
hs	604	NM_001130845
hs	605	NM_001024808
hs	606	NR_027992
hs	607	NM_004326
hs	608	NM_001192
hs	610	NM_001194
hs	611	NM_001708
hs	613	NM_004327
hs	617	NM_001079866
hs	618	NR_001568
hs	622	NM_004051
hs	623	NM_000710
hs	624	NM_000623
hs	627	NM_001143805
hs	629	NM_001710
hs	631	NM_001161705
hs	632	NM_199173
hs	633	NM_001711
hs	634	NM_001024912
hs	635	NM_001713
hs	636	NM_001003398
hs	637	NM_001196
hs	638	NM_001197
hs	639	NM_001198
hs	640	NM_001330465
hs	641	NM_000057
hs	642	NM_000386
hs	643	NM_001716
hs	644	NM_000712
hs	645	NM_000713
